item_id,key_hash,gold_label,corpus,split
87e68cf9aee1603eb68d,cbd9fc937cbd7937f5aa97eb950f6ff8968ab80091a258a89c0e8287aa022689,1,banglasarc3_binary,train
419969f6d0f5dc08d27f,76333b1892b7b51df025f7c85f39200347190f42d0eccae0fbc20fc7a89f2ddf,1,banglasarc3_binary,train
a072a63920e1fc49b940,bf839cdb860e8625ff9cb196d2f739ddb7f422b610b937f65b7cab7ee5d74532,1,banglasarc3_binary,train
a42b56e17af9df34b870,3893cd4b8f704d6b232c8f2d173032a23154aa64912ddb007dee562be6533b18,1,banglasarc3_binary,train
7fab57023943ac4007ab,13853b41501b9ba1e286058a8cb5a644ca55fe241ba4f5556ada3bcb6de9f786,1,banglasarc3_binary,train
90aec13a80725dcfe53f,6e5ed88c809c05a3f29cc551304bad23abaa3e5df34b706f504ce3b6bf4d825d,1,banglasarc3_binary,train
37eb7999c4e574bf360a,814db959b2f9cd19e1985f772bc422bbc3232469141d41e06f1dc566b1df2423,1,banglasarc3_binary,train
998525134922dda320a5,8c3d609cf9807bdcf1bb84ff6a7a3faeb8b47b8f57a0287d1ee0079811d0e1ca,0,banglasarc3_binary,train
04adfc6c7cf74e4b0fc8,a0b1b04afb353bd6d42bf9b0461393c70e6de28d3ffa814dbdb39943ccb86809,0,banglasarc3_binary,train
22d3a0b1c2b3a434c880,9ae6419c91d980aba9b5f1979ad09f287a7116206ff98426c1778f4ac510f8f3,1,banglasarc3_binary,train
f2f8bd24f03b1fe5337c,9fdd626218bbca095ac1df094163fb39252e6a64c0412a3c3caf884a3d57f76c,1,banglasarc3_binary,train
55e30610c9582f41d34e,059dc306a8ced5d401fc104374ca6daeeac981ce38801fcbeb767daa010a3eb1,1,banglasarc3_binary,train
851e6dfbe191965d891c,881e7e63364675c4ab16652caf7d9288fd70f5d16f6bc99a1a2867add76dbab8,1,banglasarc3_binary,train
89b9c17027cddb85ebe1,1d56a1f53d761edb53674b7ac803555aaf3060441ee5e18164647607aec8c8a0,1,banglasarc3_binary,train
582585e1e8cf023a37f1,0e20a6c98b42501d468a54fb456af46e50095ab361fa5888de8a3740701cc3cf,0,banglasarc3_binary,train
5ca2aa39837f1f8d01cb,4355a1c8f41256fc1c19b779bb80a492a35549160099dcc7903a64b705467437,0,banglasarc3_binary,train
b1e73364dd5f9decd78f,cb911261cbb0efbec67ceb9909f0040341ad25f8f255d0eeefc75d203d518eef,1,banglasarc3_binary,train
841ea41c6345314bfd71,cf4eea4103befd9d0d6327b2e85df16c64501ae0c456f2d6ce19100d0f30774c,1,banglasarc3_binary,train
7727be8caed3f580c079,049b57187269d4e0f5571f2aa01bc64d07ff1f2e15f4ff85a0317484e5a24b55,0,banglasarc3_binary,train
0451af1636e223f9e90d,4d4236ef364153c7845502112ff83e714077dde6ad67b87ad445d57b92088437,1,banglasarc3_binary,train
d7d1919bf5905e1ef6ea,731003e92d8ff584f318c4971dbd45aea4552f31e3fd06f450e972287afc39dd,1,banglasarc3_binary,train
ba810dce9aa209548186,ede3e4f7a0609e2bb00fe9d83b8ecf960c21f02253e0f27fc3b37d2248d8413c,1,banglasarc3_binary,train
2cbcbe4cf2f0476fd2bc,c0dc3f7d3c34930468239d53b28d468d9e62abe0ea807106ff814baa8410943f,1,banglasarc3_binary,train
c91613688efb3a91f418,4727c1b3014dfc4cffebf3737f3a8d55a1772f286067b8131912e1c46daa909c,0,banglasarc3_binary,train
f645fe495c86aad95b3d,aea8402323f083be6c470064625eb171d669d78806255e2a8397b47c42198954,0,banglasarc3_binary,train
90ced71a64a820dbf74d,f36e0d0b3f53606533dc0b02bda105b39eb3b5c56d4b46762714c13fd25eb8ad,0,banglasarc3_binary,train
6d0273bb5f3fc0949911,916a631ce4937dfca2298474f535df4acef044e8300a192541c2e4d607256124,0,banglasarc3_binary,train
2e20c63e95519becb200,30aac365de289b47fd29a3a3b8b5e623e988c501dd555fc9ad958e9d26c55f21,1,banglasarc3_binary,train
f23d4ce6194b15ae81a0,1b229be8336187f9cace25ce99d139e13961b8c4618767555a3d53915f13e3bd,1,banglasarc3_binary,train
49a8724b47611b3e2684,d599b655819070033abe6b1a86702c47406681656a8b2c137b9c9d5eb7205b86,0,banglasarc3_binary,train
570290dfae66e67fd73a,ba09af87fe8a047d1f9fba6deb95f1b5fbe985bfef416c17dbfb3c266fc918f5,1,banglasarc3_binary,train
db9b9614469ffdb17d4f,c104acfb5d875466833d090747b0cb547b379926cbcfc215962edac4fd837ca3,1,banglasarc3_binary,train
9e6b8fa72d68359e71c7,9fce7f20d32fb249c2de580b221f373b79f9fc19f77a8221d5cc9c98c8559fbb,1,banglasarc3_binary,train
f86126277a3e4ad14398,5fee41083d3a55f73b87c94f660bacdae77c2149e0ed4e521124f67fe562043a,1,banglasarc3_binary,train
6da68cae08f85dee072c,d15a9af9d80caa279826932e26da694a2b5d1c74b087789910fd58f6c25afa2e,1,banglasarc3_binary,train
74d987941db1e387bd47,cb1eb6148d4a218f564f5bd6f45fde61700c608180acb5085c28d8aeb763c494,1,banglasarc3_binary,train
b048addd1fac988d0a9f,777a6226b674b0353bcd23e1425cab019ae6f48e9fa16c8230b731c30434f8f2,1,banglasarc3_binary,train
c5378054d0aedc938bae,b264fe9d4458fa10d34709fd6ef8187a0f5510cfe20837540abde692af521127,1,banglasarc3_binary,train
f04dd48cc0748398f8c8,2872fa8a663dca92701bc8b52cdcb11a22ca7f06bcf637b2ce46c2b7dc839e00,0,banglasarc3_binary,train
f57de630fbca091456d8,33c1904b982c7f98958b121bf35fe0a5854745a1cacb4176c8117085188f6188,1,banglasarc3_binary,train
a3bb5bc014aadc058892,6ec881732d89b15ac8350d26f350cd0364b69deda5a8df62e251a2653a5e4b9c,1,banglasarc3_binary,train
b8f9b3aef48e1c120578,b9ca13a7b13bcbf2f13cdfaddbe8caef7ce2c7f2033bdc80ea4bc80421cfcdd3,0,banglasarc3_binary,train
b3cebb5363b6b926de86,d87a6b792000c3e41d97e099b96e076b8cbcc344ccd77936fb8d90ac2387c1eb,0,banglasarc3_binary,train
110ed0152534e78b77be,5caf9470fc721d66cf257a8afb18843cf6e77815aca23e19510ff103c3c1934c,0,banglasarc3_binary,train
7f0e2dd68a585314fb5b,1f2c0f6ce4483945fa0db9576a06f4be753c4d18fbafc819c8fdb023c9600290,0,banglasarc3_binary,train
af5d9dcbbf0beadc3cd5,69c2a8c3280a49b474ee0b899b18c8d2e63804f5d4dd4c18df1abc1a859c5a90,0,banglasarc3_binary,train
2023bcbf2f2c553609f1,70c727011f5902c77645badc0850c078dec5f84b4b3a722d1b1b3a31100055fc,0,banglasarc3_binary,train
f66fa761813c3d64c0bb,c118ea65844ea7a248b83c4acb22135190c067403035dc0fb510621cfbd158fb,0,banglasarc3_binary,train
293efd6e34d3c5540b32,30d649fe27a764ab11b739b25d16f15eaa3f75b7f664033a1635458c12bb17ed,1,banglasarc3_binary,train
4304fbabc7a7a1e8154a,e70221d3786751f70d8da1398a86114c592d5342ee85e2752457d094e540cb0e,1,banglasarc3_binary,train
47578ab4e9ca6c41c642,75c6a9fdd66b0cc6e65109fae679a63e83dfd92d70720575e5025c78bfd9eb70,1,banglasarc3_binary,train
79f123b74813f2f3a094,e81d2675b0e74edb6d84e077dc4d608246629a3080303cfcca84030d4304b32f,0,banglasarc3_binary,train
41651ebb2e5d01cf818a,1948c1846805526480de70c1a8938b2c25662d03c79ee885663d89669dad2099,1,banglasarc3_binary,train
353df4ac3196001021f3,a4c47fd2d8e4628b3784b7eb929588b8bd08fc7c641e05b9f7863a11a85709f9,0,banglasarc3_binary,train
f5bdded99334211d1d56,0ef7b16d7e51f83bdb5c8ae2973f23496df12f27653e6ae05adb1e5a8a16bed1,0,banglasarc3_binary,train
