item_id,key_hash,gold_label,corpus,split
ebf170524ad50d18093b,e53700d9be8b4afb3a043f78c71e7479288dadb6191a585a6beb63d7a06a6332,1,ben_sarc_binary,train
840fa57bef0b4f172c6a,34fbefbc9fd2bbe33ea36339082770c14e636ac8e4f2da8a308745181ec06e78,1,ben_sarc_binary,train
b39b0bdb71a639ca6f90,1e0fa491767018e720333f8842253b603aa7924555d4e9e3f9f60f9edd3111cd,1,ben_sarc_binary,train
1e3d317f0c34c27843ea,c58e3d1638367a390c5b003c907d832a6e8fd5826b66374ea63e6cdb2c221f93,0,ben_sarc_binary,train
f2ac44e364226ba959cd,71f20f43c737449bd2ea6171acccd19faf41c441ae43d56b153bf6c87b0e93d6,1,ben_sarc_binary,train
e6bcea7ff6d57056d8cf,3bf2ab77154c3b3c30a5a7bfbde7367c01e6cbf7ce793fe8e9c37a057dc68afe,0,ben_sarc_binary,train
f6b7304d2c1ff79d7cfd,b109705886d8e6cd211adec653a7b896b1fbd7aba18c08705204ff03cb322d2f,0,ben_sarc_binary,train
e54de1fa3bb68a9f928b,75aecfb56b5ed115613f9b780646363f036286c106cdbc6f56850c5009bb1bd9,0,ben_sarc_binary,train
b699e2188fb6afd16a5b,825c166fcc2df377449bc12adfbec9acdbfd225d655b7f63439e56ebe2fb42c9,1,ben_sarc_binary,train
f38a70ef9db6d94b981d,7e106ae9dcfe7bd266b0ee1fb9347827641b36861c3b9df8ba149c873483d133,1,ben_sarc_binary,train
3771dd7aeb778a77766d,8f64301d8e28868d7cb4e16980efdb67ae4496c1aa593fde55f0050a106395c8,1,ben_sarc_binary,train
efb7d5c890a82507cd08,159f38af92387d7b294a193af0919f540ca40661f77f27ea687bdf8ebf5e8e21,0,ben_sarc_binary,train
c9380b73f254ecb477b0,b8341b2d0f8f1562856a57aacc79d3f565f2a83ab9dea5377e67a4d95347f4a1,1,ben_sarc_binary,train
ece9866eb7d30f7c44b1,e384dcf37c88296699ed60b888f77e3b4f02cecde8af645bc7192495b82fbf2e,0,ben_sarc_binary,train
917b22c4232f82d96f4d,a2230f0ac1e4398bc9388bd5057a36a00c9ae931e449debbf96c5d8d3f444c08,0,ben_sarc_binary,train
c5da3d3c1dd7e076c12f,8a24e7ec17ce4d4ba526933fc68b31a2634d087b7b030e156eb1b05b3ffd8a56,0,ben_sarc_binary,train
bfa898395c00650e5a7a,f0b97663c398bcc15525b667b01e795bf9611ca3a09b156febb8db53a6bb4468,1,ben_sarc_binary,train
876978d3bd049269fc3a,1ac28c24ffdf4d558d859d25fbec9a62ff987800509bbd81c02bc06d8c1e74b2,0,ben_sarc_binary,train
ef50f239bd676b620aa4,be0f137752f8265f8d67a1c1370bb0c1859b13ad5d6f1ed14a929c57cdc65ba1,0,ben_sarc_binary,train
ebcb1b34b1afc03c2cc7,25790eea5b762b932295d63c55837aebf3700f641a052967fc90de19c60683aa,1,ben_sarc_binary,train
dd0f75241d7b6d9d12d5,2fc3c65d80ef8847948ec2a58390d5eda35d92711f5ab35e1864e3a3a4f40711,0,ben_sarc_binary,train
d7655c95769e64166d8a,26c78a108b9e8dfad467910d834d18119d6a93f909a0fba66aa7fb8bf0fbcdc4,1,ben_sarc_binary,train
79ef4869a9a0c0d3f119,d4651ecac5d08082632351f1e8fe7cb9f7510da957393f5b93a3e0e16074e1e8,0,ben_sarc_binary,train
76bfebfb3fcba636cf43,2b62e2ffc1d954d8b9d0295658bc67ed98ca7ce96dd08f8a6357fc199d98fbe3,1,ben_sarc_binary,train
9d57243c6ae14c8808ec,ff06d4a0a1b327587d7f04dcbf1d55aa2d09bd35ace22284457b13d84a962fbb,0,ben_sarc_binary,train
c62b57ae78c7032eb203,727851cc0165f8e42e11ea7dc1da8fbbe631562e303fcd24ab753bda92d38684,1,ben_sarc_binary,train
8114b671a6687317316e,8f20773b181c8687e84a1393ad45eb3b507a483c8f2f6c66e4dcda8d3f9f4ea4,1,ben_sarc_binary,train
f25d4d2ff76958d57b9b,576c10fb193b7bbb7f2b67d57086e64fac666266a79f7d8c3be1266db71c11bb,1,ben_sarc_binary,train
a2166ec1f9a58ed0c7a0,2983d4df3b5165fca1b64e0824e95de0bbc6369e3004c62d55957c5ad8fdd29a,1,ben_sarc_binary,train
9342929043daaa1ac882,3a4ce8b6111adc05c81567ce8f5b9255434fee6bb52453553aab5cd2f25ae8dd,0,ben_sarc_binary,train
3d628428a8aa17b38d9c,9c410f14a1f4011152a14e30835ad4f6445a2add39d62847e854c6d1b0e6023e,0,ben_sarc_binary,train
5352818f2e7e0857bd7b,646940918f451c81dd9dd193728ae7fab20151a2cda9f3d1aedf282176ec276f,0,ben_sarc_binary,train
03ae912bdc37466ce365,2e87cdda2120de0022eb58eaddfdfc0ced57d22c8831eb8527b0dd90cc5a2c97,0,ben_sarc_binary,train
a91376364b65071ad688,7a26e7dcf397d68ae1593115e132ec1bbd8bcba0e685ad2d92cba8bd5ab8309b,0,ben_sarc_binary,train
121f0c9dda3119e4bade,8552a2ce9588937e6bcf860b377296a8b10130505c5219d1eebc08345e2e2c78,0,ben_sarc_binary,train
47a7de399b4a33c79a2b,4843a65de97f94a1725769aa59b21e97da3933312643c87dc62611d7010653df,0,ben_sarc_binary,train
5d820dca1f50214a465c,0c5d6ca7cf88c8fcd08824d46ad6e02f4e85833270f7989c4c188fd1be37a705,1,ben_sarc_binary,train
4b7354c2031e71fafcff,9a23afcd5272ae225abef48d7b1ad2275228febc158d2fa8907a6d3b9b99b6b8,1,ben_sarc_binary,train
f67c998315e915084090,8883bc125fe264bbe56148403175d26ee9442d0fa34a2dbce1fd1b0812b1a8e1,0,ben_sarc_binary,train
8f49af3b9f58a8c49a13,48ddac4f99ae4e60554d06231224a4fca0c082d29d6d2f8a34621c81ebd73180,0,ben_sarc_binary,train
9d04459d7f9f6477528d,2e50e88720f62b03778ccac854da614d07d2a566938612ff35a29b34219a93c9,0,ben_sarc_binary,train
66043c3c367eec6b1787,f68ab8ce5a41558f4f07ddf702b32d20ab77965e867e7c0d860fc08629762b76,1,ben_sarc_binary,train
1ea4962594a5127adc19,94b86ff70273a38a9da0f74afeec7cb746c09ac6911231da2ae7c814049a9cb2,1,ben_sarc_binary,train
43958e566b566715aa22,8ce6334eec7960e127015972ce6ffb5e24971ea7457228c13b6c99fe78a75c92,1,ben_sarc_binary,train
2040d2bbe81ac5974d96,fcd7f1e35b933f704728270ec9a9db293b8ecf3f0445f64c4119a74fdd7eb8c3,1,ben_sarc_binary,train
63328f8e545711b5d65c,57b9b9dc4af24ec8de1b65b12dea90b067858185c232feacba2a0a3747c77e16,0,ben_sarc_binary,train
678acb8b7b39793dc116,d7b56838c2fe6d7eaadefecd4659428a55573c884e6b01f28adedb7cfe33d289,0,ben_sarc_binary,train
9569efeb0a4c0b09d3e2,4d2e245cefc20fa4f3218946edd0e37ff282ef5476252d1b99bad14a0a2d7dd7,0,ben_sarc_binary,train
6ee7e05a4a110a4c4407,c0ffb0ad1e150c6df07fd383dd57186e958aba803cbee256e476687c0c989cac,1,ben_sarc_binary,train
8c19bbf05d13815d0be6,5341266e1d1272b993a3c04143392d2a87f85452707134947ed027d9963d1228,1,ben_sarc_binary,train
f3c78c3b16c7060d4b79,8f9dd95641147bd8d4d4b0b9416bb35d55392b4474299bf6117952ab43fc101c,0,ben_sarc_binary,train
eaacbc709d9f1897f907,6b5983ada2a5d024e1b166521c79281fbd1c8582501fa7e35b582b8b2c2e0c5c,0,ben_sarc_binary,train
bbbbbbd7aad8cd9a9180,9ad88a8e8fad2d7e9ab3ae29f1cfbfd0fc5485ebda8d6b2081831185130207a9,1,ben_sarc_binary,train
db862f581b27ad23e2ff,0203b083bf382afb860d42171956a48f782648d8ea192c02f8e9250ae5b723e9,0,ben_sarc_binary,train
a8ec28230d2116db358b,2a64ac3160153dea919511c83e4021cdb00f7adb0953ef725920ddfc9672d3ca,0,ben_sarc_binary,train
8e239a72338d2d723dbe,3e0ca5fe931a84fd2908b6abf15405185534ff1bd3eb4c21ef2a1e4f71ca8072,1,ben_sarc_binary,train
5f38e0c137a3d370152e,f6607bff02e9338f8939341cfd80df9f2686dd379405bb84d86e46157551dabe,0,ben_sarc_binary,train
937a7b07d4f813d89afb,bf8e824f850c00380b1f81cb1a67490b21c6e717e19afd51211d8bf2193b7d1a,0,ben_sarc_binary,train
b361ebeb9996bb0b0d26,dd0497eac44b4b3189e2b8e6ecc40e51be747e8a535e2414d8e6e2a4c39ac228,0,ben_sarc_binary,train
7d087927068df4e7c916,0f01fbf16fb8002d8dae9b3a27b863955917fd9ebadbefa18a86f1aba515a9e7,0,ben_sarc_binary,train
2c458fe5ec4d0a344bd2,9521cc6033e1609bde415ac4dd840934f44ea0b5dae456be72aaaec58426cfd5,1,ben_sarc_binary,train
